_id,Crash_Year,Crash_PoliceRegion,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_Road_User_Type,Casualty_Restraint_Helmet_Use,Casualty_Count
30450,2018,North Coast,Hospitalised,Unknown,Male,Bicyclist,Helmet Not Worn,1
30451,2018,North Coast,Medically treated,0 to 16,Female,Bicyclist,Helmet Not Worn,1
30452,2018,North Coast,Medically treated,0 to 16,Female,Bicyclist,Helmet Use Not determined,1
30453,2018,North Coast,Medically treated,0 to 16,Female,Bicyclist,Helmet Worn,2
30454,2018,North Coast,Medically treated,0 to 16,Female,Vehicle Occupant,Restrained,34
30455,2018,North Coast,Medically treated,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,10
30456,2018,North Coast,Medically treated,17 to 24,Female,Motorcyclist,Helmet Use Not determined,1
30457,2018,North Coast,Medically treated,17 to 24,Female,Motorcyclist,Helmet Worn,2
30458,2018,North Coast,Medically treated,17 to 24,Female,Vehicle Occupant,Restrained,121
30459,2018,North Coast,Medically treated,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,21
30460,2018,North Coast,Medically treated,17 to 24,Female,Vehicle Occupant,Unrestrained,3
30461,2018,North Coast,Medically treated,25 to 29,Female,Bicyclist,Helmet Worn,1
30462,2018,North Coast,Medically treated,25 to 29,Female,Motorcyclist,Helmet Worn,1
30463,2018,North Coast,Medically treated,25 to 29,Female,Vehicle Occupant,Restrained,47
30464,2018,North Coast,Medically treated,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,13
30465,2018,North Coast,Medically treated,25 to 29,Female,Vehicle Occupant,Unrestrained,1
30466,2018,North Coast,Medically treated,30 to 39,Female,Bicyclist,Helmet Worn,1
30467,2018,North Coast,Medically treated,30 to 39,Female,Motorcyclist,Helmet Worn,3
30468,2018,North Coast,Medically treated,30 to 39,Female,Vehicle Occupant,Restrained,82
30469,2018,North Coast,Medically treated,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,16
30470,2018,North Coast,Medically treated,30 to 39,Female,Vehicle Occupant,Unrestrained,3
30471,2018,North Coast,Medically treated,40 to 49,Female,Bicyclist,Helmet Worn,1
30472,2018,North Coast,Medically treated,40 to 49,Female,Motorcyclist,Helmet Worn,6
30473,2018,North Coast,Medically treated,40 to 49,Female,Vehicle Occupant,Restrained,83
30474,2018,North Coast,Medically treated,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,9
30475,2018,North Coast,Medically treated,40 to 49,Female,Vehicle Occupant,Unrestrained,1
30476,2018,North Coast,Medically treated,50 to 59,Female,Motorcyclist,Helmet Use Not determined,2
30477,2018,North Coast,Medically treated,50 to 59,Female,Motorcyclist,Helmet Worn,2
30478,2018,North Coast,Medically treated,50 to 59,Female,Vehicle Occupant,Restrained,78
30479,2018,North Coast,Medically treated,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,17
30480,2018,North Coast,Medically treated,60 to 74,Female,Bicyclist,Helmet Worn,2
30481,2018,North Coast,Medically treated,60 to 74,Female,Motorcyclist,Helmet Worn,1
30482,2018,North Coast,Medically treated,60 to 74,Female,Vehicle Occupant,Restrained,57
30483,2018,North Coast,Medically treated,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,8
30484,2018,North Coast,Medically treated,60 to 74,Female,Vehicle Occupant,Unrestrained,2
30485,2018,North Coast,Medically treated,75 and over,Female,Vehicle Occupant,Restrained,26
30486,2018,North Coast,Medically treated,75 and over,Female,Vehicle Occupant,Restraint Use Not determined,4
30487,2018,North Coast,Medically treated,75 and over,Female,Vehicle Occupant,Unrestrained,1
30488,2018,North Coast,Medically treated,Unknown,Female,Vehicle Occupant,Restrained,2
30489,2018,North Coast,Medically treated,0 to 16,Male,Bicyclist,Helmet Not Worn,2
30490,2018,North Coast,Medically treated,0 to 16,Male,Bicyclist,Helmet Worn,3
30491,2018,North Coast,Medically treated,0 to 16,Male,Motorcyclist,Helmet Worn,1
30492,2018,North Coast,Medically treated,0 to 16,Male,Vehicle Occupant,Restrained,29
30493,2018,North Coast,Medically treated,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,4
30494,2018,North Coast,Medically treated,17 to 24,Male,Bicyclist,Helmet Worn,2
30495,2018,North Coast,Medically treated,17 to 24,Male,Motorcyclist,Helmet Worn,6
30496,2018,North Coast,Medically treated,17 to 24,Male,Vehicle Occupant,Restrained,82
30497,2018,North Coast,Medically treated,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,13
30498,2018,North Coast,Medically treated,17 to 24,Male,Vehicle Occupant,Unrestrained,2
30499,2018,North Coast,Medically treated,25 to 29,Male,Bicyclist,Helmet Use Not determined,1
30500,2018,North Coast,Medically treated,25 to 29,Male,Bicyclist,Helmet Worn,1
30501,2018,North Coast,Medically treated,25 to 29,Male,Motorcyclist,Helmet Worn,9
30502,2018,North Coast,Medically treated,25 to 29,Male,Vehicle Occupant,Restrained,34
30503,2018,North Coast,Medically treated,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,8
30504,2018,North Coast,Medically treated,25 to 29,Male,Vehicle Occupant,Unrestrained,3
30505,2018,North Coast,Medically treated,30 to 39,Male,Bicyclist,Helmet Worn,3
30506,2018,North Coast,Medically treated,30 to 39,Male,Motorcyclist,Helmet Worn,7
30507,2018,North Coast,Medically treated,30 to 39,Male,Vehicle Occupant,Restrained,53
30508,2018,North Coast,Medically treated,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,19
30509,2018,North Coast,Medically treated,40 to 49,Male,Bicyclist,Helmet Use Not determined,1
30510,2018,North Coast,Medically treated,40 to 49,Male,Bicyclist,Helmet Worn,7
30511,2018,North Coast,Medically treated,40 to 49,Male,Motorcyclist,Helmet Worn,13
30512,2018,North Coast,Medically treated,40 to 49,Male,Vehicle Occupant,Not applicable,1
30513,2018,North Coast,Medically treated,40 to 49,Male,Vehicle Occupant,Restrained,63
30514,2018,North Coast,Medically treated,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,11
30515,2018,North Coast,Medically treated,50 to 59,Male,Bicyclist,Helmet Use Not determined,2
30516,2018,North Coast,Medically treated,50 to 59,Male,Bicyclist,Helmet Worn,7
30517,2018,North Coast,Medically treated,50 to 59,Male,Bicyclist,Not applicable,1
30518,2018,North Coast,Medically treated,50 to 59,Male,Motorcyclist,Helmet Use Not determined,2
30519,2018,North Coast,Medically treated,50 to 59,Male,Motorcyclist,Helmet Worn,12
30520,2018,North Coast,Medically treated,50 to 59,Male,Vehicle Occupant,Restrained,33
30521,2018,North Coast,Medically treated,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,8
30522,2018,North Coast,Medically treated,50 to 59,Male,Vehicle Occupant,Unrestrained,2
30523,2018,North Coast,Medically treated,60 to 74,Male,Bicyclist,Helmet Worn,6
30524,2018,North Coast,Medically treated,60 to 74,Male,Motorcyclist,Helmet Use Not determined,2
30525,2018,North Coast,Medically treated,60 to 74,Male,Motorcyclist,Helmet Worn,14
30526,2018,North Coast,Medically treated,60 to 74,Male,Vehicle Occupant,Restrained,42
30527,2018,North Coast,Medically treated,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,7
30528,2018,North Coast,Medically treated,60 to 74,Male,Vehicle Occupant,Unrestrained,1
30529,2018,North Coast,Medically treated,75 and over,Male,Bicyclist,Helmet Worn,3
30530,2018,North Coast,Medically treated,75 and over,Male,Motorcyclist,Helmet Worn,1
30531,2018,North Coast,Medically treated,75 and over,Male,Vehicle Occupant,Restrained,19
30532,2018,North Coast,Medically treated,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,2
30533,2018,North Coast,Medically treated,75 and over,Male,Vehicle Occupant,Unrestrained,1
30534,2018,North Coast,Medically treated,Unknown,Male,Vehicle Occupant,Restrained,2
30535,2018,North Coast,Medically treated,17 to 24,Unknown,Vehicle Occupant,Restraint Use Not determined,2
30536,2018,North Coast,Medically treated,25 to 29,Unknown,Vehicle Occupant,Restraint Use Not determined,1
30537,2018,North Coast,Minor injury,0 to 16,Female,Vehicle Occupant,Not applicable,1
30538,2018,North Coast,Minor injury,0 to 16,Female,Vehicle Occupant,Restrained,22
30539,2018,North Coast,Minor injury,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,5
30540,2018,North Coast,Minor injury,17 to 24,Female,Bicyclist,Helmet Worn,2
30541,2018,North Coast,Minor injury,17 to 24,Female,Vehicle Occupant,Restrained,41
30542,2018,North Coast,Minor injury,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,13
30543,2018,North Coast,Minor injury,25 to 29,Female,Bicyclist,Helmet Worn,1
30544,2018,North Coast,Minor injury,25 to 29,Female,Vehicle Occupant,Restrained,24
30545,2018,North Coast,Minor injury,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,6
30546,2018,North Coast,Minor injury,30 to 39,Female,Vehicle Occupant,Restrained,33
30547,2018,North Coast,Minor injury,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,11
30548,2018,North Coast,Minor injury,30 to 39,Female,Vehicle Occupant,Unrestrained,1
30549,2018,North Coast,Minor injury,40 to 49,Female,Bicyclist,Helmet Worn,1
30550,2018,North Coast,Minor injury,40 to 49,Female,Vehicle Occupant,Restrained,32
30551,2018,North Coast,Minor injury,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,7
30552,2018,North Coast,Minor injury,40 to 49,Female,Vehicle Occupant,Unrestrained,1
30553,2018,North Coast,Minor injury,50 to 59,Female,Bicyclist,Helmet Worn,1
30554,2018,North Coast,Minor injury,50 to 59,Female,Vehicle Occupant,Restrained,27
30555,2018,North Coast,Minor injury,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,7
30556,2018,North Coast,Minor injury,60 to 74,Female,Bicyclist,Helmet Worn,1
30557,2018,North Coast,Minor injury,60 to 74,Female,Vehicle Occupant,Restrained,27
30558,2018,North Coast,Minor injury,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,3
30559,2018,North Coast,Minor injury,75 and over,Female,Vehicle Occupant,Restrained,6
30560,2018,North Coast,Minor injury,Unknown,Female,Vehicle Occupant,Restraint Use Not determined,2
30561,2018,North Coast,Minor injury,0 to 16,Male,Bicyclist,Helmet Not Worn,1
30562,2018,North Coast,Minor injury,0 to 16,Male,Bicyclist,Helmet Worn,3
30563,2018,North Coast,Minor injury,0 to 16,Male,Vehicle Occupant,Restrained,17
30564,2018,North Coast,Minor injury,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,9
30565,2018,North Coast,Minor injury,17 to 24,Male,Bicyclist,Helmet Not Worn,1
30566,2018,North Coast,Minor injury,17 to 24,Male,Bicyclist,Helmet Worn,1
30567,2018,North Coast,Minor injury,17 to 24,Male,Motorcyclist,Helmet Not Worn,2
30568,2018,North Coast,Minor injury,17 to 24,Male,Motorcyclist,Helmet Worn,2
30569,2018,North Coast,Minor injury,17 to 24,Male,Vehicle Occupant,Not applicable,1
30570,2018,North Coast,Minor injury,17 to 24,Male,Vehicle Occupant,Restrained,32
30571,2018,North Coast,Minor injury,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,12
30572,2018,North Coast,Minor injury,17 to 24,Male,Vehicle Occupant,Unrestrained,3
30573,2018,North Coast,Minor injury,25 to 29,Male,Motorcyclist,Helmet Worn,3
30574,2018,North Coast,Minor injury,25 to 29,Male,Vehicle Occupant,Restrained,21
30575,2018,North Coast,Minor injury,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,7
30576,2018,North Coast,Minor injury,30 to 39,Male,Bicyclist,Helmet Worn,1
30577,2018,North Coast,Minor injury,30 to 39,Male,Motorcyclist,Helmet Not Worn,1
30578,2018,North Coast,Minor injury,30 to 39,Male,Vehicle Occupant,Restrained,30
30579,2018,North Coast,Minor injury,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,14
30580,2018,North Coast,Minor injury,40 to 49,Male,Bicyclist,Helmet Worn,2
30581,2018,North Coast,Minor injury,40 to 49,Male,Motorcyclist,Helmet Worn,3
30582,2018,North Coast,Minor injury,40 to 49,Male,Vehicle Occupant,Restrained,37
30583,2018,North Coast,Minor injury,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,16
30584,2018,North Coast,Minor injury,50 to 59,Male,Bicyclist,Helmet Worn,2
30585,2018,North Coast,Minor injury,50 to 59,Male,Motorcyclist,Helmet Worn,3
30586,2018,North Coast,Minor injury,50 to 59,Male,Vehicle Occupant,Restrained,16
30587,2018,North Coast,Minor injury,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,4
30588,2018,North Coast,Minor injury,60 to 74,Male,Bicyclist,Helmet Worn,3
30589,2018,North Coast,Minor injury,60 to 74,Male,Motorcyclist,Helmet Worn,3
30590,2018,North Coast,Minor injury,60 to 74,Male,Vehicle Occupant,Restrained,21
30591,2018,North Coast,Minor injury,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,4
30592,2018,North Coast,Minor injury,60 to 74,Male,Vehicle Occupant,Unrestrained,1
30593,2018,North Coast,Minor injury,75 and over,Male,Vehicle Occupant,Restrained,5
30594,2018,North Coast,Minor injury,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,1
30595,2018,North Coast,Minor injury,Unknown,Unknown,Vehicle Occupant,Restrained,3
30596,2018,North Coast,Minor injury,Unknown,Unknown,Vehicle Occupant,Restraint Use Not determined,5
30597,2018,Northern,Fatality,17 to 24,Male,Motorcyclist,Helmet Not Worn,1
30598,2018,Northern,Fatality,17 to 24,Male,Vehicle Occupant,Restrained,1
30599,2018,Northern,Fatality,17 to 24,Male,Vehicle Occupant,Unrestrained,2
30600,2018,Northern,Fatality,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,1
30601,2018,Northern,Fatality,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,1
30602,2018,Northern,Fatality,40 to 49,Male,Bicyclist,Helmet Not Worn,1
30603,2018,Northern,Fatality,40 to 49,Male,Motorcyclist,Helmet Worn,2
30604,2018,Northern,Fatality,50 to 59,Male,Motorcyclist,Helmet Worn,1
30605,2018,Northern,Fatality,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,1
30606,2018,Northern,Fatality,60 to 74,Male,Motorcyclist,Helmet Worn,2
30607,2018,Northern,Fatality,60 to 74,Male,Vehicle Occupant,Restrained,1
30608,2018,Northern,Hospitalised,0 to 16,Female,Vehicle Occupant,Restrained,7
30609,2018,Northern,Hospitalised,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,1
30610,2018,Northern,Hospitalised,17 to 24,Female,Vehicle Occupant,Restrained,40
30611,2018,Northern,Hospitalised,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,7
30612,2018,Northern,Hospitalised,25 to 29,Female,Bicyclist,Helmet Worn,1
30613,2018,Northern,Hospitalised,25 to 29,Female,Motorcyclist,Helmet Worn,1
30614,2018,Northern,Hospitalised,25 to 29,Female,Vehicle Occupant,Restrained,17
30615,2018,Northern,Hospitalised,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,1
30616,2018,Northern,Hospitalised,25 to 29,Female,Vehicle Occupant,Unrestrained,1
30617,2018,Northern,Hospitalised,30 to 39,Female,Motorcyclist,Helmet Not Worn,1
30618,2018,Northern,Hospitalised,30 to 39,Female,Vehicle Occupant,Restrained,20
30619,2018,Northern,Hospitalised,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,5
30620,2018,Northern,Hospitalised,30 to 39,Female,Vehicle Occupant,Unrestrained,1
30621,2018,Northern,Hospitalised,40 to 49,Female,Bicyclist,Helmet Worn,2
30622,2018,Northern,Hospitalised,40 to 49,Female,Vehicle Occupant,Restrained,25
30623,2018,Northern,Hospitalised,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,1
30624,2018,Northern,Hospitalised,40 to 49,Female,Vehicle Occupant,Unrestrained,1
30625,2018,Northern,Hospitalised,50 to 59,Female,Bicyclist,Helmet Worn,1
30626,2018,Northern,Hospitalised,50 to 59,Female,Motorcyclist,Helmet Worn,5
30627,2018,Northern,Hospitalised,50 to 59,Female,Vehicle Occupant,Not applicable,1
30628,2018,Northern,Hospitalised,50 to 59,Female,Vehicle Occupant,Restrained,13
30629,2018,Northern,Hospitalised,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,2
30630,2018,Northern,Hospitalised,60 to 74,Female,Bicyclist,Helmet Worn,1
30631,2018,Northern,Hospitalised,60 to 74,Female,Vehicle Occupant,Not applicable,1
30632,2018,Northern,Hospitalised,60 to 74,Female,Vehicle Occupant,Restrained,16
30633,2018,Northern,Hospitalised,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,3
30634,2018,Northern,Hospitalised,75 and over,Female,Vehicle Occupant,Restrained,6
30635,2018,Northern,Hospitalised,0 to 16,Male,Bicyclist,Helmet Not Worn,2
30636,2018,Northern,Hospitalised,0 to 16,Male,Bicyclist,Helmet Worn,2
30637,2018,Northern,Hospitalised,0 to 16,Male,Vehicle Occupant,Restrained,6
30638,2018,Northern,Hospitalised,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,3
30639,2018,Northern,Hospitalised,0 to 16,Male,Vehicle Occupant,Unrestrained,2
30640,2018,Northern,Hospitalised,17 to 24,Male,Bicyclist,Helmet Not Worn,1
30641,2018,Northern,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Not Worn,1
30642,2018,Northern,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Worn,4
30643,2018,Northern,Hospitalised,17 to 24,Male,Vehicle Occupant,Restrained,22
30644,2018,Northern,Hospitalised,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,10
30645,2018,Northern,Hospitalised,17 to 24,Male,Vehicle Occupant,Unrestrained,7
30646,2018,Northern,Hospitalised,25 to 29,Male,Bicyclist,Helmet Not Worn,1
30647,2018,Northern,Hospitalised,25 to 29,Male,Bicyclist,Helmet Worn,2
30648,2018,Northern,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Not Worn,1
30649,2018,Northern,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Worn,10
30650,2018,Northern,Hospitalised,25 to 29,Male,Vehicle Occupant,Restrained,14
30651,2018,Northern,Hospitalised,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,1
30652,2018,Northern,Hospitalised,25 to 29,Male,Vehicle Occupant,Unrestrained,3
30653,2018,Northern,Hospitalised,30 to 39,Male,Bicyclist,Helmet Worn,2
30654,2018,Northern,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Not Worn,2
30655,2018,Northern,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Worn,3
30656,2018,Northern,Hospitalised,30 to 39,Male,Vehicle Occupant,Restrained,18
30657,2018,Northern,Hospitalised,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,4
30658,2018,Northern,Hospitalised,30 to 39,Male,Vehicle Occupant,Unrestrained,1
30659,2018,Northern,Hospitalised,40 to 49,Male,Bicyclist,Helmet Worn,2
30660,2018,Northern,Hospitalised,40 to 49,Male,Motorcyclist,Helmet Worn,10
30661,2018,Northern,Hospitalised,40 to 49,Male,Vehicle Occupant,Restrained,10
30662,2018,Northern,Hospitalised,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,3
30663,2018,Northern,Hospitalised,40 to 49,Male,Vehicle Occupant,Unrestrained,3
30664,2018,Northern,Hospitalised,50 to 59,Male,Bicyclist,Helmet Worn,1
30665,2018,Northern,Hospitalised,50 to 59,Male,Motorcyclist,Helmet Not Worn,1
30666,2018,Northern,Hospitalised,50 to 59,Male,Motorcyclist,Helmet Worn,12
30667,2018,Northern,Hospitalised,50 to 59,Male,Vehicle Occupant,Restrained,15
30668,2018,Northern,Hospitalised,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,4
30669,2018,Northern,Hospitalised,50 to 59,Male,Vehicle Occupant,Unrestrained,1
30670,2018,Northern,Hospitalised,60 to 74,Male,Bicyclist,Helmet Worn,2
30671,2018,Northern,Hospitalised,60 to 74,Male,Motorcyclist,Helmet Worn,9
30672,2018,Northern,Hospitalised,60 to 74,Male,Vehicle Occupant,Restrained,19
30673,2018,Northern,Hospitalised,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,2
30674,2018,Northern,Hospitalised,75 and over,Male,Vehicle Occupant,Restrained,8
30675,2018,Northern,Hospitalised,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,1
30676,2018,Northern,Medically treated,0 to 16,Female,Vehicle Occupant,Restrained,10
30677,2018,Northern,Medically treated,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,3
30678,2018,Northern,Medically treated,0 to 16,Female,Vehicle Occupant,Unrestrained,1
30679,2018,Northern,Medically treated,17 to 24,Female,Vehicle Occupant,Not applicable,1
30680,2018,Northern,Medically treated,17 to 24,Female,Vehicle Occupant,Restrained,22
30681,2018,Northern,Medically treated,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,2
30682,2018,Northern,Medically treated,25 to 29,Female,Motorcyclist,Helmet Worn,1
30683,2018,Northern,Medically treated,25 to 29,Female,Vehicle Occupant,Restrained,20
30684,2018,Northern,Medically treated,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,1
30685,2018,Northern,Medically treated,30 to 39,Female,Vehicle Occupant,Restrained,15
30686,2018,Northern,Medically treated,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,1
30687,2018,Northern,Medically treated,30 to 39,Female,Vehicle Occupant,Unrestrained,1
30688,2018,Northern,Medically treated,40 to 49,Female,Motorcyclist,Helmet Worn,2
30689,2018,Northern,Medically treated,40 to 49,Female,Vehicle Occupant,Restrained,16
30690,2018,Northern,Medically treated,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,2
30691,2018,Northern,Medically treated,40 to 49,Female,Vehicle Occupant,Unrestrained,1
30692,2018,Northern,Medically treated,50 to 59,Female,Bicyclist,Helmet Worn,2
30693,2018,Northern,Medically treated,50 to 59,Female,Vehicle Occupant,Restrained,9
30694,2018,Northern,Medically treated,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,3
30695,2018,Northern,Medically treated,60 to 74,Female,Vehicle Occupant,Restrained,16
30696,2018,Northern,Medically treated,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,2
30697,2018,Northern,Medically treated,75 and over,Female,Vehicle Occupant,Restrained,9
30698,2018,Northern,Medically treated,0 to 16,Male,Bicyclist,Helmet Not Worn,1
30699,2018,Northern,Medically treated,0 to 16,Male,Bicyclist,Helmet Use Not determined,1
30700,2018,Northern,Medically treated,0 to 16,Male,Bicyclist,Helmet Worn,3
30701,2018,Northern,Medically treated,0 to 16,Male,Vehicle Occupant,Not applicable,2
30702,2018,Northern,Medically treated,0 to 16,Male,Vehicle Occupant,Restrained,6
30703,2018,Northern,Medically treated,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,4
30704,2018,Northern,Medically treated,0 to 16,Male,Vehicle Occupant,Unrestrained,3
30705,2018,Northern,Medically treated,17 to 24,Male,Bicyclist,Helmet Worn,1
30706,2018,Northern,Medically treated,17 to 24,Male,Motorcyclist,Helmet Worn,3
30707,2018,Northern,Medically treated,17 to 24,Male,Vehicle Occupant,Restrained,16
30708,2018,Northern,Medically treated,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,1
30709,2018,Northern,Medically treated,25 to 29,Male,Bicyclist,Helmet Worn,1
30710,2018,Northern,Medically treated,25 to 29,Male,Motorcyclist,Helmet Not Worn,1
30711,2018,Northern,Medically treated,25 to 29,Male,Motorcyclist,Helmet Worn,3
30712,2018,Northern,Medically treated,25 to 29,Male,Vehicle Occupant,Restrained,8
30713,2018,Northern,Medically treated,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,1
30714,2018,Northern,Medically treated,30 to 39,Male,Bicyclist,Helmet Worn,2
30715,2018,Northern,Medically treated,30 to 39,Male,Motorcyclist,Helmet Worn,3
30716,2018,Northern,Medically treated,30 to 39,Male,Vehicle Occupant,Restrained,8
30717,2018,Northern,Medically treated,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,3
30718,2018,Northern,Medically treated,40 to 49,Male,Bicyclist,Helmet Use Not determined,2
30719,2018,Northern,Medically treated,40 to 49,Male,Bicyclist,Helmet Worn,2
30720,2018,Northern,Medically treated,40 to 49,Male,Motorcyclist,Helmet Not Worn,1
30721,2018,Northern,Medically treated,40 to 49,Male,Motorcyclist,Helmet Use Not determined,2
30722,2018,Northern,Medically treated,40 to 49,Male,Motorcyclist,Helmet Worn,1
30723,2018,Northern,Medically treated,40 to 49,Male,Vehicle Occupant,Restrained,14
30724,2018,Northern,Medically treated,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,4
30725,2018,Northern,Medically treated,50 to 59,Male,Bicyclist,Helmet Worn,2
30726,2018,Northern,Medically treated,50 to 59,Male,Motorcyclist,Helmet Worn,3
30727,2018,Northern,Medically treated,50 to 59,Male,Vehicle Occupant,Restrained,10
30728,2018,Northern,Medically treated,60 to 74,Male,Bicyclist,Helmet Worn,2
30729,2018,Northern,Medically treated,60 to 74,Male,Motorcyclist,Helmet Worn,2
30730,2018,Northern,Medically treated,60 to 74,Male,Vehicle Occupant,Restrained,8
30731,2018,Northern,Medically treated,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,1
30732,2018,Northern,Medically treated,75 and over,Male,Vehicle Occupant,Restrained,4
30733,2018,Northern,Minor injury,0 to 16,Female,Vehicle Occupant,Restrained,4
30734,2018,Northern,Minor injury,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,1
30735,2018,Northern,Minor injury,17 to 24,Female,Vehicle Occupant,Restrained,20
30736,2018,Northern,Minor injury,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,4
30737,2018,Northern,Minor injury,17 to 24,Female,Vehicle Occupant,Unrestrained,2
30738,2018,Northern,Minor injury,25 to 29,Female,Vehicle Occupant,Restrained,5
30739,2018,Northern,Minor injury,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,3
30740,2018,Northern,Minor injury,30 to 39,Female,Vehicle Occupant,Restrained,14
30741,2018,Northern,Minor injury,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,2
30742,2018,Northern,Minor injury,40 to 49,Female,Motorcyclist,Helmet Worn,1
30743,2018,Northern,Minor injury,40 to 49,Female,Vehicle Occupant,Restrained,6
30744,2018,Northern,Minor injury,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,2
30745,2018,Northern,Minor injury,50 to 59,Female,Vehicle Occupant,Restrained,5
30746,2018,Northern,Minor injury,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,4
30747,2018,Northern,Minor injury,60 to 74,Female,Vehicle Occupant,Restrained,7
30748,2018,Northern,Minor injury,75 and over,Female,Vehicle Occupant,Restrained,2
30749,2018,Northern,Minor injury,0 to 16,Male,Bicyclist,Helmet Worn,2
30750,2018,Northern,Minor injury,0 to 16,Male,Vehicle Occupant,Restrained,2
30751,2018,Northern,Minor injury,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,4
30752,2018,Northern,Minor injury,17 to 24,Male,Bicyclist,Helmet Not Worn,1
30753,2018,Northern,Minor injury,17 to 24,Male,Bicyclist,Helmet Worn,1
30754,2018,Northern,Minor injury,17 to 24,Male,Motorcyclist,Helmet Worn,1
30755,2018,Northern,Minor injury,17 to 24,Male,Vehicle Occupant,Restrained,16
30756,2018,Northern,Minor injury,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,5
30757,2018,Northern,Minor injury,17 to 24,Male,Vehicle Occupant,Unrestrained,1
30758,2018,Northern,Minor injury,25 to 29,Male,Motorcyclist,Helmet Worn,1
30759,2018,Northern,Minor injury,25 to 29,Male,Vehicle Occupant,Restrained,6
30760,2018,Northern,Minor injury,30 to 39,Male,Bicyclist,Helmet Use Not determined,1
