Crash_ID,Crash_Year,Crash_Severity,Count_Crashes,Count_Fatality,Count_Hospitalised,Count_Medically_Treated,Count_Minor_Injury,Involving_Drink_Driving,Involving_Driver_Speed,Involving_Fatigued_Driver,Involving_Defective_Vehicle,Involving_Male_Driver_x,Involving_Female_Driver_x,Involving_Senior_Driver_60plus_x,Involving_Provisional_Driver_x,Involving_Overseas_Licensed_Driver_x,Involving_Young_Driver_16-24_x,Involving_Unlicensed_Driver_x,Primary_Reason_ID,Driver_Category_ID,Location_ID,Primary_Reason,Driver_Category,Location,Involving_Male_Driver_y,Involving_Female_Driver_y,Involving_Young_Driver_16-24_y,Involving_Senior_Driver_60plus_y,Involving_Provisional_Driver_y,Involving_Overseas_Licensed_Driver_y,Involving_Unlicensed_Driver_y,Count_Casualty_Fatality,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_Road_User_Type,Casualty_Count,Impact_Score
4830,2022,Fatal,22,24,14,5,3,No,No,No,No,No,Yes,No,No,No,No,No,0,1,1,Other Reasons,Female,Central,No,Yes,No,No,No,No,No,0,Minor injury,30 to 39,Female,Vehicle Occupant,12,12
4831,2022,Fatal,1,2,2,2,1,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,1,4,1,Defective Vehicle,Provisional,Central,No,Yes,Yes,No,Yes,No,No,0,Minor injury,40 to 49,Female,Vehicle Occupant,9,9
4832,2022,Fatal,4,6,1,2,0,No,No,Yes,No,Yes,No,No,No,No,No,No,4,6,1,Fatigued Driver,Male,Central,Yes,No,No,No,No,No,No,0,Minor injury,40 to 49,Female,Vehicle Occupant,3,3
4833,2022,Fatal,8,8,10,1,0,No,Yes,No,No,Yes,No,No,No,No,Yes,No,2,5,1,Driver Speed,Young_driver,Central,Yes,No,Yes,No,No,No,No,0,Minor injury,50 to 59,Female,Motorcyclist,1,1
4834,2022,Fatal,5,5,5,2,0,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,3,4,1,Drink Driving,Provisional,Central,Yes,No,Yes,No,Yes,No,No,0,Minor injury,50 to 59,Female,Vehicle Occupant,3,3
4835,2022,Fatal,6,6,1,1,0,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,3,5,1,Drink Driving,Young_driver,Central,Yes,Yes,Yes,No,No,No,No,0,Minor injury,50 to 59,Female,Vehicle Occupant,1,1
4836,2022,Fatal,1,1,0,0,0,Yes,Yes,No,Yes,No,No,No,No,No,No,No,3,0,1,Drink Driving,NotCategorised,Central,No,No,No,No,No,No,No,0,Minor injury,60 to 74,Female,Vehicle Occupant,5,5
4837,2022,Hospitalisation,493,0,614,40,40,No,No,No,No,No,Yes,No,Yes,No,Yes,No,0,4,1,Other Reasons,Provisional,Central,No,Yes,Yes,No,Yes,No,No,0,Minor injury,75 and over,Female,Vehicle Occupant,3,3
4838,2022,Hospitalisation,18,0,21,1,1,No,No,No,Yes,Yes,No,No,No,No,No,No,1,6,1,Defective Vehicle,Male,Central,Yes,No,No,No,No,No,No,0,Minor injury,75 and over,Female,Vehicle Occupant,1,1
4839,2022,Hospitalisation,40,0,56,0,2,No,No,Yes,No,Yes,No,No,Yes,No,No,No,4,4,1,Fatigued Driver,Provisional,Central,Yes,No,No,No,Yes,No,No,0,Minor injury,0 to 16,Male,Bicyclist,5,5
4840,2022,Hospitalisation,37,0,57,6,9,No,Yes,No,No,Yes,No,No,No,No,Yes,No,2,5,1,Driver Speed,Young_driver,Central,Yes,No,Yes,No,No,No,No,0,Minor injury,0 to 16,Male,Bicyclist,3,3
4841,2022,Hospitalisation,1,0,1,0,0,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,2,3,1,Driver Speed,Unlicensed,Central,Yes,No,Yes,No,No,No,Yes,0,Minor injury,0 to 16,Male,Vehicle Occupant,2,2
4842,2022,Hospitalisation,1,0,1,0,0,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,2,4,1,Driver Speed,Provisional,Central,Yes,No,Yes,No,Yes,No,No,0,Minor injury,0 to 16,Male,Vehicle Occupant,1,1
4843,2022,Hospitalisation,56,0,69,3,2,Yes,No,No,No,Yes,Yes,No,No,No,No,No,3,1,1,Drink Driving,Female,Central,Yes,Yes,No,No,No,No,No,0,Minor injury,0 to 16,Male,Vehicle Occupant,1,1
4844,2022,Hospitalisation,10,0,11,0,1,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,3,5,1,Drink Driving,Young_driver,Central,Yes,Yes,Yes,No,No,No,No,0,Minor injury,17 to 24,Male,Bicyclist,1,1
4845,2022,Medical treatment,219,0,0,267,30,No,No,No,No,No,Yes,No,No,No,No,No,0,1,1,Other Reasons,Female,Central,No,Yes,No,No,No,No,No,0,Minor injury,17 to 24,Male,Bicyclist,1,1
4846,2022,Medical treatment,4,0,0,5,0,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,1,3,1,Defective Vehicle,Unlicensed,Central,No,Yes,Yes,No,No,No,Yes,0,Minor injury,17 to 24,Male,Bicyclist,4,4
4847,2022,Medical treatment,10,0,0,11,0,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,4,4,1,Fatigued Driver,Provisional,Central,No,Yes,Yes,No,Yes,No,No,0,Minor injury,17 to 24,Male,Motorcyclist,3,3
4848,2022,Medical treatment,10,0,0,14,1,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,2,3,1,Driver Speed,Unlicensed,Central,Yes,No,Yes,No,No,No,Yes,0,Minor injury,17 to 24,Male,Motorcyclist,2,2
4849,2022,Medical treatment,1,0,0,1,0,No,Yes,No,Yes,No,Yes,No,No,No,No,No,2,1,1,Driver Speed,Female,Central,No,Yes,No,No,No,No,No,0,Minor injury,17 to 24,Male,Vehicle Occupant,17,17
4850,2022,Medical treatment,10,0,0,14,1,Yes,No,No,No,Yes,No,No,No,No,No,No,3,6,1,Drink Driving,Male,Central,Yes,No,No,No,No,No,No,0,Minor injury,17 to 24,Male,Vehicle Occupant,10,10
4851,2022,Medical treatment,1,0,0,1,0,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,3,2,1,Drink Driving,Senior,Central,Yes,No,No,Yes,No,No,No,0,Minor injury,25 to 29,Male,Motorcyclist,1,1
4852,2022,Minor injury,104,0,0,0,132,No,No,No,No,Yes,No,No,No,No,Yes,No,0,5,1,Other Reasons,Young_driver,Central,Yes,No,Yes,No,No,No,No,0,Minor injury,25 to 29,Male,Motorcyclist,4,4
4853,2022,Minor injury,3,0,0,0,3,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,1,7,1,Defective Vehicle,OverseasLicensed ,Central,Yes,No,Yes,No,No,Yes,No,0,Minor injury,25 to 29,Male,Vehicle Occupant,6,6
4854,2022,Minor injury,6,0,0,0,6,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,4,4,1,Fatigued Driver,Provisional,Central,Yes,No,Yes,No,Yes,No,No,0,Minor injury,30 to 39,Male,Bicyclist,2,2
4855,2022,Minor injury,3,0,0,0,3,No,Yes,No,No,Yes,Yes,No,No,No,No,No,2,1,1,Driver Speed,Female,Central,Yes,Yes,No,No,No,No,No,0,Minor injury,30 to 39,Male,Motorcyclist,1,1
4856,2022,Minor injury,9,0,0,0,11,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,3,7,1,Drink Driving,OverseasLicensed ,Central,Yes,Yes,No,No,No,Yes,No,0,Minor injury,30 to 39,Male,Vehicle Occupant,13,13
4857,2022,Minor injury,1,0,0,0,1,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,3,5,1,Drink Driving,Young_driver,Central,Yes,Yes,Yes,No,No,No,No,0,Minor injury,30 to 39,Male,Vehicle Occupant,2,2
4858,2022,Fatal,20,20,8,3,5,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,0,4,2,Other Reasons,Provisional,Far Northern,Yes,Yes,Yes,No,Yes,No,No,0,Minor injury,40 to 49,Male,Bicyclist,1,1
4859,2022,Fatal,1,1,0,0,0,No,No,No,Yes,No,No,No,No,No,No,No,1,0,2,Defective Vehicle,NotCategorised,Far Northern,No,No,No,No,No,No,No,2,Minor injury,40 to 49,Male,Bicyclist,2,8
4860,2022,Fatal,1,1,2,2,0,No,No,Yes,No,No,Yes,No,No,No,No,No,4,1,2,Fatigued Driver,Female,Far Northern,No,Yes,No,No,No,No,No,3,Minor injury,40 to 49,Male,Motorcyclist,2,11
4861,2022,Fatal,5,6,5,0,0,No,Yes,No,No,No,Yes,Yes,No,No,No,No,2,2,2,Driver Speed,Senior,Far Northern,No,Yes,No,Yes,No,No,No,1,Minor injury,40 to 49,Male,Motorcyclist,2,5
4862,2022,Fatal,3,3,0,2,0,Yes,No,No,No,Yes,No,No,No,No,No,No,3,6,2,Drink Driving,Male,Far Northern,Yes,No,No,No,No,No,No,16,Minor injury,40 to 49,Male,Vehicle Occupant,10,58
4863,2022,Fatal,1,1,0,0,0,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,3,3,2,Drink Driving,Unlicensed,Far Northern,Yes,No,No,No,No,No,Yes,1,Minor injury,50 to 59,Male,Bicyclist,1,4
4864,2022,Fatal,3,3,0,1,1,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,3,4,2,Drink Driving,Provisional,Far Northern,Yes,No,No,No,Yes,No,No,1,Minor injury,50 to 59,Male,Motorcyclist,1,4
4865,2022,Hospitalisation,297,0,366,25,28,No,No,No,No,Yes,No,Yes,No,No,No,No,0,2,2,Other Reasons,Senior,Far Northern,Yes,No,No,Yes,No,No,No,1,Minor injury,50 to 59,Male,Vehicle Occupant,4,7
4866,2022,Hospitalisation,7,0,8,2,2,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,1,3,2,Defective Vehicle,Unlicensed,Far Northern,Yes,No,No,Yes,No,No,Yes,1,Minor injury,60 to 74,Male,Bicyclist,1,4
4867,2022,Hospitalisation,15,0,17,0,2,No,No,Yes,No,Yes,No,No,No,No,Yes,No,4,5,2,Fatigued Driver,Young_driver,Far Northern,Yes,No,Yes,No,No,No,No,4,Minor injury,60 to 74,Male,Vehicle Occupant,1,13
4868,2022,Hospitalisation,15,0,18,4,0,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,2,3,2,Driver Speed,Unlicensed,Far Northern,Yes,No,Yes,No,No,No,Yes,2,Minor injury,60 to 74,Male,Vehicle Occupant,6,12
4869,2022,Hospitalisation,51,0,58,5,1,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,3,7,2,Drink Driving,OverseasLicensed ,Far Northern,Yes,No,Yes,No,No,Yes,No,1,Minor injury,75 and over,Male,Vehicle Occupant,1,4
4870,2022,Hospitalisation,7,0,12,0,0,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,3,4,2,Drink Driving,Provisional,Far Northern,Yes,No,Yes,No,Yes,No,No,3,Minor injury,Unknown,Male,Motorcyclist,1,10
4871,2022,Medical treatment,157,0,0,177,19,No,No,No,No,Yes,Yes,No,No,No,No,No,0,1,2,Other Reasons,Female,Far Northern,Yes,Yes,No,No,No,No,No,1,Minor injury,Unknown,Male,Vehicle Occupant,4,7
4872,2022,Medical treatment,1,0,0,1,0,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,1,3,2,Defective Vehicle,Unlicensed,Far Northern,Yes,Yes,No,No,No,No,Yes,1,Minor injury,Unknown,Unknown,Vehicle Occupant,2,5
4873,2022,Medical treatment,5,0,0,6,1,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,4,2,2,Fatigued Driver,Senior,Far Northern,Yes,Yes,No,Yes,No,No,No,1,Minor injury,Unknown,Unknown,Vehicle Occupant,4,7
4874,2022,Medical treatment,5,0,0,7,0,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,2,3,2,Driver Speed,Unlicensed,Far Northern,Yes,Yes,Yes,No,No,No,Yes,1,Fatality,17 to 24,Female,Vehicle Occupant,1,4
4875,2022,Medical treatment,15,0,0,21,0,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,3,4,2,Drink Driving,Provisional,Far Northern,Yes,Yes,Yes,No,Yes,No,No,1,Fatality,30 to 39,Female,Motorcyclist,1,4
4876,2022,Medical treatment,1,0,0,1,0,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,3,2,2,Drink Driving,Senior,Far Northern,Yes,Yes,Yes,Yes,No,No,No,1,Fatality,30 to 39,Female,Vehicle Occupant,2,5
4877,2022,Minor injury,68,0,0,0,82,No,No,No,No,No,No,No,No,No,No,No,0,0,2,Other Reasons,NotCategorised,Far Northern,No,No,No,No,No,No,No,0,Fatality,30 to 39,Female,Vehicle Occupant,1,1
4878,2022,Minor injury,2,0,0,0,2,No,No,No,Yes,No,Yes,No,No,No,No,No,1,1,2,Defective Vehicle,Female,Far Northern,No,Yes,No,No,No,No,No,0,Fatality,50 to 59,Female,Vehicle Occupant,1,1
4879,2022,Minor injury,3,0,0,0,3,No,No,Yes,No,No,Yes,No,No,No,No,Yes,4,3,2,Fatigued Driver,Unlicensed,Far Northern,No,Yes,No,No,No,No,Yes,0,Fatality,0 to 16,Male,Bicyclist,1,1
4880,2022,Minor injury,1,0,0,0,1,Yes,No,No,No,No,Yes,No,No,Yes,No,No,3,7,2,Drink Driving,OverseasLicensed ,Far Northern,No,Yes,No,No,No,Yes,No,0,Fatality,0 to 16,Male,Vehicle Occupant,1,1
4881,2022,Minor injury,1,0,0,0,1,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,3,4,2,Drink Driving,Provisional,Far Northern,No,Yes,No,No,Yes,No,No,0,Fatality,17 to 24,Male,Motorcyclist,2,2
4882,2022,Fatal,37,40,19,4,0,No,No,No,No,No,Yes,Yes,No,No,No,No,0,2,3,Other Reasons,Senior,North Coast,No,Yes,No,Yes,No,No,No,0,Fatality,17 to 24,Male,Vehicle Occupant,4,4
4883,2022,Fatal,3,4,3,1,3,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,1,3,3,Defective Vehicle,Unlicensed,North Coast,No,Yes,No,Yes,No,No,Yes,0,Fatality,17 to 24,Male,Vehicle Occupant,1,1
4884,2022,Fatal,3,3,7,1,0,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,4,7,3,Fatigued Driver,OverseasLicensed ,North Coast,No,Yes,No,Yes,No,Yes,No,0,Fatality,17 to 24,Male,Vehicle Occupant,3,3
4885,2022,Fatal,5,5,3,2,0,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,2,4,3,Driver Speed,Provisional,North Coast,No,Yes,No,Yes,Yes,No,No,0,Fatality,25 to 29,Male,Motorcyclist,1,1
4886,2022,Fatal,4,4,4,0,0,Yes,No,No,No,No,Yes,No,No,No,Yes,No,3,5,3,Drink Driving,Young_driver,North Coast,No,Yes,Yes,No,No,No,No,0,Fatality,25 to 29,Male,Vehicle Occupant,1,1
4887,2022,Fatal,5,6,0,0,0,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,3,3,3,Drink Driving,Unlicensed,North Coast,No,Yes,Yes,No,No,No,Yes,0,Fatality,30 to 39,Male,Bicyclist,1,1
4888,2022,Hospitalisation,1016,0,1237,89,104,No,No,No,No,No,Yes,No,No,Yes,Yes,No,0,7,3,Other Reasons,OverseasLicensed ,North Coast,No,Yes,Yes,No,No,Yes,No,0,Fatality,30 to 39,Male,Motorcyclist,2,2
4889,2022,Hospitalisation,18,0,23,4,4,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,1,4,3,Defective Vehicle,Provisional,North Coast,No,Yes,Yes,No,Yes,No,No,0,Fatality,30 to 39,Male,Vehicle Occupant,1,1
4890,2022,Hospitalisation,48,0,60,5,5,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,4,2,3,Fatigued Driver,Senior,North Coast,No,Yes,Yes,Yes,No,No,No,0,Fatality,30 to 39,Male,Vehicle Occupant,1,1
4891,2022,Hospitalisation,1,0,1,0,0,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,4,4,3,Fatigued Driver,Provisional,North Coast,No,Yes,Yes,Yes,Yes,No,No,0,Fatality,30 to 39,Male,Vehicle Occupant,2,2
4892,2022,Hospitalisation,46,0,70,8,5,No,Yes,No,No,Yes,No,No,No,No,No,No,2,6,3,Driver Speed,Male,North Coast,Yes,No,No,No,No,No,No,0,Fatality,40 to 49,Male,Motorcyclist,1,1
4893,2022,Hospitalisation,1,0,1,0,0,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,2,3,3,Driver Speed,Unlicensed,North Coast,Yes,No,No,No,No,No,Yes,0,Fatality,40 to 49,Male,Vehicle Occupant,1,1
4894,2022,Hospitalisation,109,0,139,9,11,Yes,No,No,No,Yes,No,No,No,Yes,No,No,3,7,3,Drink Driving,OverseasLicensed ,North Coast,Yes,No,No,No,No,Yes,No,0,Fatality,50 to 59,Male,Vehicle Occupant,1,1
4895,2022,Hospitalisation,17,0,25,2,0,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,3,3,3,Drink Driving,Unlicensed,North Coast,Yes,No,No,No,No,Yes,Yes,0,Hospitalised,0 to 16,Female,Bicyclist,1,1
4896,2022,Medical treatment,729,0,0,857,96,No,No,No,No,Yes,No,No,Yes,No,No,No,0,4,3,Other Reasons,Provisional,North Coast,Yes,No,No,No,Yes,No,No,0,Hospitalised,0 to 16,Female,Vehicle Occupant,31,31
4897,2022,Medical treatment,8,0,0,9,2,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,1,4,3,Defective Vehicle,Provisional,North Coast,Yes,No,No,No,Yes,Yes,No,0,Hospitalised,0 to 16,Female,Vehicle Occupant,5,5
4898,2022,Medical treatment,20,0,0,20,4,No,No,Yes,No,Yes,No,Yes,No,No,No,No,4,2,3,Fatigued Driver,Senior,North Coast,Yes,No,No,Yes,No,No,No,0,Hospitalised,0 to 16,Female,Vehicle Occupant,5,5
4899,2022,Medical treatment,18,0,0,29,1,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,2,3,3,Driver Speed,Unlicensed,North Coast,Yes,No,No,Yes,No,No,Yes,0,Hospitalised,17 to 24,Female,Motorcyclist,7,7
4900,2022,Medical treatment,43,0,0,56,6,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,3,7,3,Drink Driving,OverseasLicensed ,North Coast,Yes,No,No,Yes,No,Yes,No,0,Hospitalised,17 to 24,Female,Vehicle Occupant,87,87
4901,2022,Medical treatment,1,0,0,1,0,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,3,4,3,Drink Driving,Provisional,North Coast,Yes,No,No,Yes,Yes,No,No,0,Hospitalised,17 to 24,Female,Vehicle Occupant,15,15
4902,2022,Medical treatment,5,0,0,6,0,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,3,5,3,Drink Driving,Young_driver,North Coast,Yes,No,Yes,No,No,No,No,0,Hospitalised,17 to 24,Female,Vehicle Occupant,7,7
4903,2022,Minor injury,317,0,0,0,375,No,No,No,No,Yes,No,No,No,No,Yes,Yes,0,3,3,Other Reasons,Unlicensed,North Coast,Yes,No,Yes,No,No,No,Yes,0,Hospitalised,25 to 29,Female,Motorcyclist,2,2
4904,2022,Minor injury,1,0,0,0,2,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,1,7,3,Defective Vehicle,OverseasLicensed ,North Coast,Yes,No,Yes,No,No,Yes,No,0,Hospitalised,25 to 29,Female,Vehicle Occupant,48,48
4905,2022,Minor injury,2,0,0,0,3,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,4,4,3,Fatigued Driver,Provisional,North Coast,Yes,No,Yes,No,Yes,No,No,0,Hospitalised,25 to 29,Female,Vehicle Occupant,7,7
4906,2022,Minor injury,9,0,0,0,9,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,2,3,3,Driver Speed,Unlicensed,North Coast,Yes,No,Yes,No,Yes,No,Yes,0,Hospitalised,25 to 29,Female,Vehicle Occupant,1,1
4907,2022,Minor injury,31,0,0,0,37,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,3,2,3,Drink Driving,Senior,North Coast,Yes,No,Yes,Yes,No,No,No,0,Hospitalised,30 to 39,Female,Bicyclist,1,1
4908,2022,Minor injury,1,0,0,0,3,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,3,4,3,Drink Driving,Provisional,North Coast,Yes,No,Yes,Yes,Yes,No,No,0,Hospitalised,30 to 39,Female,Motorcyclist,2,2
4909,2022,Fatal,4,4,1,0,0,No,No,No,No,Yes,Yes,No,No,No,No,No,0,1,4,Other Reasons,Female,Northern,Yes,Yes,No,No,No,No,No,0,Hospitalised,30 to 39,Female,Vehicle Occupant,70,70
4910,2022,Fatal,1,1,0,0,0,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,4,3,4,Fatigued Driver,Unlicensed,Northern,Yes,Yes,No,No,No,No,Yes,0,Hospitalised,30 to 39,Female,Vehicle Occupant,12,12
4911,2022,Fatal,4,4,1,0,0,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,2,7,4,Driver Speed,OverseasLicensed ,Northern,Yes,Yes,No,No,No,Yes,No,0,Hospitalised,30 to 39,Female,Vehicle Occupant,1,1
4912,2022,Fatal,2,2,0,1,0,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,3,4,4,Drink Driving,Provisional,Northern,Yes,Yes,No,No,Yes,No,No,0,Hospitalised,40 to 49,Female,Bicyclist,1,1
4913,2022,Fatal,1,1,0,0,0,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,3,2,4,Drink Driving,Senior,Northern,Yes,Yes,No,Yes,No,No,No,0,Hospitalised,40 to 49,Female,Motorcyclist,3,3
4914,2022,Fatal,3,3,1,0,0,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,3,3,4,Drink Driving,Unlicensed,Northern,Yes,Yes,No,Yes,No,No,Yes,0,Hospitalised,40 to 49,Female,Vehicle Occupant,40,40
4915,2022,Hospitalisation,317,0,392,34,37,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,0,7,4,Other Reasons,OverseasLicensed ,Northern,Yes,Yes,No,Yes,No,Yes,No,0,Hospitalised,40 to 49,Female,Vehicle Occupant,7,7
4916,2022,Hospitalisation,8,0,9,0,1,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,4,4,Defective Vehicle,Provisional,Northern,Yes,Yes,No,Yes,Yes,No,No,0,Hospitalised,40 to 49,Female,Vehicle Occupant,4,4
4917,2022,Hospitalisation,9,0,11,0,0,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,4,5,4,Fatigued Driver,Young_driver,Northern,Yes,Yes,Yes,No,No,No,No,0,Hospitalised,50 to 59,Female,Motorcyclist,2,2
4918,2022,Hospitalisation,12,0,18,2,1,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,2,3,4,Driver Speed,Unlicensed,Northern,Yes,Yes,Yes,No,No,No,Yes,0,Hospitalised,50 to 59,Female,Vehicle Occupant,35,35
4919,2022,Hospitalisation,45,0,55,1,3,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,3,7,4,Drink Driving,OverseasLicensed ,Northern,Yes,Yes,Yes,No,No,Yes,No,0,Hospitalised,50 to 59,Female,Vehicle Occupant,5,5
4920,2022,Hospitalisation,1,0,1,0,0,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,3,4,4,Drink Driving,Provisional,Northern,Yes,Yes,Yes,No,Yes,No,No,0,Hospitalised,50 to 59,Female,Vehicle Occupant,2,2
4921,2022,Hospitalisation,8,0,9,0,0,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,3,3,4,Drink Driving,Unlicensed,Northern,Yes,Yes,Yes,No,Yes,No,Yes,0,Hospitalised,60 to 74,Female,Vehicle Occupant,26,26
4922,2022,Medical treatment,158,0,0,188,15,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,0,4,4,Other Reasons,Provisional,Northern,Yes,Yes,Yes,No,Yes,Yes,No,0,Hospitalised,60 to 74,Female,Vehicle Occupant,5,5
4923,2022,Medical treatment,4,0,0,4,0,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,4,2,4,Fatigued Driver,Senior,Northern,Yes,Yes,Yes,Yes,No,No,No,0,Hospitalised,60 to 74,Female,Vehicle Occupant,1,1
4924,2022,Medical treatment,1,0,0,1,0,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2,3,4,Driver Speed,Unlicensed,Northern,Yes,Yes,Yes,Yes,No,No,Yes,0,Hospitalised,75 and over,Female,Vehicle Occupant,20,20
4925,2022,Medical treatment,13,0,0,13,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,3,4,4,Drink Driving,Provisional,Northern,Yes,Yes,Yes,Yes,Yes,No,No,0,Hospitalised,75 and over,Female,Vehicle Occupant,2,2
4926,2022,Medical treatment,1,0,0,1,0,Yes,Yes,No,No,No,No,No,No,No,No,No,3,0,4,Drink Driving,NotCategorised,Northern,No,No,No,No,No,No,No,0,Hospitalised,0 to 16,Male,Bicyclist,6,6
4927,2022,Minor injury,78,0,0,0,92,No,No,No,No,No,Yes,No,No,No,No,No,0,1,4,Other Reasons,Female,Northern,No,Yes,No,No,No,No,No,0,Hospitalised,0 to 16,Male,Bicyclist,2,2
4928,2022,Minor injury,1,0,0,0,4,No,No,No,Yes,No,Yes,No,No,No,No,Yes,1,3,4,Defective Vehicle,Unlicensed,Northern,No,Yes,No,No,No,No,Yes,0,Hospitalised,0 to 16,Male,Bicyclist,5,5
4929,2022,Minor injury,1,0,0,0,1,No,No,Yes,No,No,Yes,No,No,Yes,No,No,4,7,4,Fatigued Driver,OverseasLicensed ,Northern,No,Yes,No,No,No,Yes,No,0,Hospitalised,0 to 16,Male,Motorcyclist,2,2
4930,2022,Minor injury,3,0,0,0,4,No,Yes,No,No,No,Yes,No,Yes,No,No,No,2,4,4,Driver Speed,Provisional,Northern,No,Yes,No,No,Yes,No,No,0,Hospitalised,0 to 16,Male,Vehicle Occupant,18,18
4931,2022,Minor injury,3,0,0,0,3,Yes,No,No,No,No,Yes,Yes,No,No,No,No,3,2,4,Drink Driving,Senior,Northern,No,Yes,No,Yes,No,No,No,0,Hospitalised,0 to 16,Male,Vehicle Occupant,5,5
4932,2022,Fatal,20,20,6,3,1,No,No,No,No,No,Yes,No,No,No,Yes,No,0,5,5,Other Reasons,Young_driver,South Eastern,No,Yes,Yes,No,No,No,No,0,Hospitalised,0 to 16,Male,Vehicle Occupant,4,4
4933,2022,Fatal,9,11,6,2,0,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,2,3,5,Driver Speed,Unlicensed,South Eastern,No,Yes,Yes,No,No,No,Yes,0,Hospitalised,17 to 24,Male,Bicyclist,2,2
4934,2022,Fatal,4,4,0,0,0,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,3,4,5,Drink Driving,Provisional,South Eastern,No,Yes,Yes,No,Yes,No,No,0,Hospitalised,17 to 24,Male,Bicyclist,1,1
4935,2022,Fatal,3,5,1,0,0,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,3,3,5,Drink Driving,Unlicensed,South Eastern,No,Yes,Yes,No,Yes,No,Yes,0,Hospitalised,17 to 24,Male,Bicyclist,4,4
4936,2022,Hospitalisation,1000,0,1220,85,158,No,No,No,No,No,Yes,Yes,No,No,Yes,No,0,2,5,Other Reasons,Senior,South Eastern,No,Yes,Yes,Yes,No,No,No,0,Hospitalised,17 to 24,Male,Motorcyclist,1,1
