_id,Crash_Year,Crash_Police_Region,Crash_Severity,Involving_Male_Driver,Involving_Female_Driver,Involving_Young_Driver_16-24,Involving_Senior_Driver_60plus,Involving_Provisional_Driver,Involving_Overseas_Licensed_Driver,Involving_Unlicensed_Driver,Count_Crashes,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_All
18042,2019,Far Northern,Medical treatment,Yes,Yes,No,No,No,No,No,15,0,0,17,1,18
18043,2019,Far Northern,Medical treatment,Yes,Yes,No,No,No,No,Yes,2,0,0,2,1,3
18044,2019,Far Northern,Medical treatment,Yes,Yes,No,No,Yes,No,No,1,0,0,1,0,1
18045,2019,Far Northern,Medical treatment,Yes,Yes,No,Yes,No,No,No,19,0,0,20,1,21
18046,2019,Far Northern,Medical treatment,Yes,Yes,Yes,No,No,No,No,6,0,0,6,0,6
18047,2019,Far Northern,Medical treatment,Yes,Yes,Yes,No,No,No,Yes,1,0,0,1,0,1
18048,2019,Far Northern,Medical treatment,Yes,Yes,Yes,No,Yes,No,No,3,0,0,3,0,3
18049,2019,Far Northern,Medical treatment,Yes,Yes,Yes,No,Yes,No,Yes,1,0,0,1,0,1
18050,2019,Far Northern,Medical treatment,Yes,Yes,Yes,Yes,No,No,No,1,0,0,1,0,1
18051,2019,Far Northern,Minor injury,No,No,No,No,No,No,No,3,0,0,0,3,3
18052,2019,Far Northern,Minor injury,No,Yes,No,No,No,No,No,13,0,0,0,14,14
18053,2019,Far Northern,Minor injury,No,Yes,No,No,No,No,Yes,1,0,0,0,1,1
18054,2019,Far Northern,Minor injury,No,Yes,No,No,Yes,No,No,1,0,0,0,1,1
18055,2019,Far Northern,Minor injury,No,Yes,No,Yes,No,No,No,4,0,0,0,4,4
18056,2019,Far Northern,Minor injury,No,Yes,Yes,No,No,No,No,4,0,0,0,5,5
18057,2019,Far Northern,Minor injury,Yes,No,No,No,No,No,No,19,0,0,0,20,20
18058,2019,Far Northern,Minor injury,Yes,No,No,No,No,No,Yes,2,0,0,0,3,3
18059,2019,Far Northern,Minor injury,Yes,No,No,No,Yes,No,No,1,0,0,0,1,1
18060,2019,Far Northern,Minor injury,Yes,No,No,Yes,No,No,No,7,0,0,0,10,10
18061,2019,Far Northern,Minor injury,Yes,No,Yes,No,No,No,No,3,0,0,0,3,3
18062,2019,Far Northern,Minor injury,Yes,No,Yes,No,Yes,No,No,4,0,0,0,7,7
18063,2019,Far Northern,Minor injury,Yes,No,Yes,Yes,No,No,No,2,0,0,0,2,2
18064,2019,Far Northern,Minor injury,Yes,No,Yes,Yes,Yes,No,No,1,0,0,0,1,1
18065,2019,Far Northern,Minor injury,Yes,Yes,No,No,No,No,No,3,0,0,0,3,3
18066,2019,Far Northern,Minor injury,Yes,Yes,No,Yes,No,No,No,6,0,0,0,7,7
18067,2019,Far Northern,Minor injury,Yes,Yes,Yes,No,No,No,No,1,0,0,0,1,1
18068,2019,Far Northern,Minor injury,Yes,Yes,Yes,No,Yes,No,No,1,0,0,0,1,1
18069,2019,Far Northern,Minor injury,Yes,Yes,Yes,Yes,No,No,No,1,0,0,0,1,1
18070,2019,North Coast,Fatal,No,No,No,No,No,No,No,2,2,0,0,0,2
18071,2019,North Coast,Fatal,No,Yes,No,No,No,No,No,2,2,0,0,0,2
18072,2019,North Coast,Fatal,No,Yes,No,Yes,No,No,No,2,2,0,0,0,2
18073,2019,North Coast,Fatal,No,Yes,Yes,No,No,No,No,1,1,0,1,0,2
18074,2019,North Coast,Fatal,Yes,No,No,No,No,No,No,14,14,0,1,0,15
18075,2019,North Coast,Fatal,Yes,No,No,No,No,No,Yes,1,1,0,0,0,1
18076,2019,North Coast,Fatal,Yes,No,No,Yes,No,No,No,7,8,0,1,1,10
18077,2019,North Coast,Fatal,Yes,No,Yes,No,No,No,No,2,2,0,0,0,2
18078,2019,North Coast,Fatal,Yes,No,Yes,No,Yes,No,No,4,4,4,1,0,9
18079,2019,North Coast,Fatal,Yes,Yes,No,No,No,No,No,1,1,0,1,0,2
18080,2019,North Coast,Fatal,Yes,Yes,No,No,No,No,Yes,1,1,5,1,0,7
18081,2019,North Coast,Fatal,Yes,Yes,No,Yes,No,No,No,2,5,3,1,0,9
18082,2019,North Coast,Fatal,Yes,Yes,Yes,No,No,No,Yes,1,1,0,0,0,1
18083,2019,North Coast,Hospitalisation,No,No,No,No,No,No,No,15,0,16,0,1,17
18084,2019,North Coast,Hospitalisation,No,Yes,No,No,No,No,No,124,0,165,9,16,190
18085,2019,North Coast,Hospitalisation,No,Yes,No,No,No,No,Yes,4,0,7,0,0,7
18086,2019,North Coast,Hospitalisation,No,Yes,No,No,Yes,No,No,8,0,8,0,0,8
18087,2019,North Coast,Hospitalisation,No,Yes,No,Yes,No,No,No,64,0,78,1,10,89
18088,2019,North Coast,Hospitalisation,No,Yes,No,Yes,Yes,No,No,2,0,2,0,1,3
18089,2019,North Coast,Hospitalisation,No,Yes,Yes,No,No,No,No,35,0,49,5,2,56
18090,2019,North Coast,Hospitalisation,No,Yes,Yes,No,No,No,Yes,5,0,7,0,0,7
18091,2019,North Coast,Hospitalisation,No,Yes,Yes,No,Yes,No,No,36,0,43,4,4,51
18092,2019,North Coast,Hospitalisation,No,Yes,Yes,Yes,No,No,No,3,0,3,0,0,3
18093,2019,North Coast,Hospitalisation,No,Yes,Yes,Yes,Yes,No,No,3,0,3,2,2,7
18094,2019,North Coast,Hospitalisation,Yes,No,No,No,No,No,No,249,0,281,12,12,305
18095,2019,North Coast,Hospitalisation,Yes,No,No,No,No,No,Yes,32,0,35,2,6,43
18096,2019,North Coast,Hospitalisation,Yes,No,No,No,Yes,No,No,16,0,19,1,0,20
18097,2019,North Coast,Hospitalisation,Yes,No,No,Yes,No,No,No,132,0,152,8,11,171
18098,2019,North Coast,Hospitalisation,Yes,No,No,Yes,No,No,Yes,1,0,1,0,0,1
18099,2019,North Coast,Hospitalisation,Yes,No,No,Yes,Yes,No,No,4,0,5,0,0,5
18100,2019,North Coast,Hospitalisation,Yes,No,Yes,No,No,No,No,62,0,74,5,1,80
18101,2019,North Coast,Hospitalisation,Yes,No,Yes,No,No,No,Yes,14,0,14,0,2,16
18102,2019,North Coast,Hospitalisation,Yes,No,Yes,No,Yes,No,No,70,0,85,7,12,104
18103,2019,North Coast,Hospitalisation,Yes,No,Yes,Yes,No,No,No,8,0,9,2,3,14
18104,2019,North Coast,Hospitalisation,Yes,No,Yes,Yes,No,No,Yes,1,0,4,0,0,4
18105,2019,North Coast,Hospitalisation,Yes,No,Yes,Yes,Yes,No,No,6,0,6,1,0,7
18106,2019,North Coast,Hospitalisation,Yes,Yes,No,No,No,No,No,83,0,105,14,11,130
18107,2019,North Coast,Hospitalisation,Yes,Yes,No,No,No,No,Yes,3,0,3,0,0,3
18108,2019,North Coast,Hospitalisation,Yes,Yes,No,No,Yes,No,No,8,0,8,4,0,12
18109,2019,North Coast,Hospitalisation,Yes,Yes,No,Yes,No,No,No,89,0,110,9,21,140
18110,2019,North Coast,Hospitalisation,Yes,Yes,No,Yes,Yes,No,No,4,0,5,2,0,7
18111,2019,North Coast,Hospitalisation,Yes,Yes,Yes,No,No,No,No,26,0,42,4,2,48
18112,2019,North Coast,Hospitalisation,Yes,Yes,Yes,No,No,No,Yes,3,0,3,1,0,4
18113,2019,North Coast,Hospitalisation,Yes,Yes,Yes,No,Yes,No,No,33,0,40,5,10,55
18114,2019,North Coast,Hospitalisation,Yes,Yes,Yes,No,Yes,No,Yes,2,0,2,1,0,3
18115,2019,North Coast,Hospitalisation,Yes,Yes,Yes,Yes,No,No,No,16,0,25,5,2,32
18116,2019,North Coast,Hospitalisation,Yes,Yes,Yes,Yes,No,No,Yes,1,0,2,2,0,4
18117,2019,North Coast,Hospitalisation,Yes,Yes,Yes,Yes,Yes,No,No,26,0,31,6,2,39
18118,2019,North Coast,Medical treatment,No,No,No,No,No,No,No,7,0,0,8,0,8
18119,2019,North Coast,Medical treatment,No,Yes,No,No,No,No,No,118,0,0,134,9,143
18120,2019,North Coast,Medical treatment,No,Yes,No,No,No,No,Yes,3,0,0,3,0,3
18121,2019,North Coast,Medical treatment,No,Yes,No,No,Yes,No,No,5,0,0,7,0,7
18122,2019,North Coast,Medical treatment,No,Yes,No,Yes,No,No,No,45,0,0,48,4,52
18123,2019,North Coast,Medical treatment,No,Yes,No,Yes,No,No,Yes,1,0,0,1,0,1
18124,2019,North Coast,Medical treatment,No,Yes,Yes,No,No,No,No,30,0,0,36,7,43
18125,2019,North Coast,Medical treatment,No,Yes,Yes,No,Yes,No,No,48,0,0,54,6,60
18126,2019,North Coast,Medical treatment,No,Yes,Yes,Yes,No,No,No,4,0,0,7,1,8
18127,2019,North Coast,Medical treatment,No,Yes,Yes,Yes,Yes,No,No,2,0,0,2,0,2
18128,2019,North Coast,Medical treatment,Yes,No,No,No,No,No,No,116,0,0,134,8,142
18129,2019,North Coast,Medical treatment,Yes,No,No,No,No,No,Yes,12,0,0,18,4,22
18130,2019,North Coast,Medical treatment,Yes,No,No,No,Yes,No,No,10,0,0,13,0,13
18131,2019,North Coast,Medical treatment,Yes,No,No,Yes,No,No,No,70,0,0,79,3,82
18132,2019,North Coast,Medical treatment,Yes,No,No,Yes,No,No,Yes,4,0,0,6,0,6
18133,2019,North Coast,Medical treatment,Yes,No,No,Yes,Yes,No,No,1,0,0,1,0,1
18134,2019,North Coast,Medical treatment,Yes,No,Yes,No,No,No,No,46,0,0,56,3,59
18135,2019,North Coast,Medical treatment,Yes,No,Yes,No,No,No,Yes,1,0,0,2,0,2
18136,2019,North Coast,Medical treatment,Yes,No,Yes,No,Yes,No,No,40,0,0,48,1,49
18137,2019,North Coast,Medical treatment,Yes,No,Yes,No,Yes,No,Yes,1,0,0,1,0,1
18138,2019,North Coast,Medical treatment,Yes,No,Yes,Yes,Yes,No,No,4,0,0,4,1,5
18139,2019,North Coast,Medical treatment,Yes,Yes,No,No,No,No,No,116,0,0,141,11,152
18140,2019,North Coast,Medical treatment,Yes,Yes,No,No,No,No,Yes,2,0,0,2,0,2
18141,2019,North Coast,Medical treatment,Yes,Yes,No,No,Yes,No,No,6,0,0,9,0,9
18142,2019,North Coast,Medical treatment,Yes,Yes,No,Yes,No,No,No,82,0,0,101,12,113
18143,2019,North Coast,Medical treatment,Yes,Yes,No,Yes,No,No,Yes,2,0,0,2,0,2
18144,2019,North Coast,Medical treatment,Yes,Yes,Yes,No,No,No,No,37,0,0,46,3,49
18145,2019,North Coast,Medical treatment,Yes,Yes,Yes,No,No,No,Yes,2,0,0,2,0,2
18146,2019,North Coast,Medical treatment,Yes,Yes,Yes,No,Yes,No,No,45,0,0,49,3,52
18147,2019,North Coast,Medical treatment,Yes,Yes,Yes,No,Yes,No,Yes,1,0,0,1,1,2
18148,2019,North Coast,Medical treatment,Yes,Yes,Yes,Yes,No,No,No,12,0,0,13,5,18
18149,2019,North Coast,Medical treatment,Yes,Yes,Yes,Yes,Yes,No,No,10,0,0,12,2,14
18150,2019,North Coast,Minor injury,No,No,No,No,No,No,No,10,0,0,0,11,11
18151,2019,North Coast,Minor injury,No,No,Yes,No,No,No,No,1,0,0,0,1,1
18152,2019,North Coast,Minor injury,No,Yes,No,No,No,No,No,41,0,0,0,42,42
18153,2019,North Coast,Minor injury,No,Yes,No,No,No,No,Yes,2,0,0,0,2,2
18154,2019,North Coast,Minor injury,No,Yes,No,No,Yes,No,No,1,0,0,0,1,1
18155,2019,North Coast,Minor injury,No,Yes,No,Yes,No,No,No,23,0,0,0,28,28
18156,2019,North Coast,Minor injury,No,Yes,Yes,No,No,No,No,10,0,0,0,11,11
18157,2019,North Coast,Minor injury,No,Yes,Yes,No,Yes,No,No,15,0,0,0,18,18
18158,2019,North Coast,Minor injury,No,Yes,Yes,Yes,Yes,No,No,3,0,0,0,3,3
18159,2019,North Coast,Minor injury,Yes,No,No,No,No,No,No,64,0,0,0,74,74
18160,2019,North Coast,Minor injury,Yes,No,No,No,No,No,Yes,12,0,0,0,13,13
18161,2019,North Coast,Minor injury,Yes,No,No,No,Yes,No,No,2,0,0,0,2,2
18162,2019,North Coast,Minor injury,Yes,No,No,Yes,No,No,No,20,0,0,0,21,21
18163,2019,North Coast,Minor injury,Yes,No,No,Yes,No,No,Yes,3,0,0,0,3,3
18164,2019,North Coast,Minor injury,Yes,No,Yes,No,No,No,No,12,0,0,0,14,14
18165,2019,North Coast,Minor injury,Yes,No,Yes,No,No,No,Yes,4,0,0,0,8,8
18166,2019,North Coast,Minor injury,Yes,No,Yes,No,Yes,No,No,10,0,0,0,13,13
18167,2019,North Coast,Minor injury,Yes,No,Yes,Yes,No,No,No,3,0,0,0,6,6
18168,2019,North Coast,Minor injury,Yes,No,Yes,Yes,No,No,Yes,1,0,0,0,3,3
18169,2019,North Coast,Minor injury,Yes,No,Yes,Yes,Yes,No,No,3,0,0,0,6,6
18170,2019,North Coast,Minor injury,Yes,Yes,No,No,No,No,No,45,0,0,0,49,49
18171,2019,North Coast,Minor injury,Yes,Yes,No,No,No,No,Yes,3,0,0,0,3,3
18172,2019,North Coast,Minor injury,Yes,Yes,No,No,Yes,No,No,2,0,0,0,4,4
18173,2019,North Coast,Minor injury,Yes,Yes,No,Yes,No,No,No,37,0,0,0,45,45
18174,2019,North Coast,Minor injury,Yes,Yes,No,Yes,No,No,Yes,2,0,0,0,3,3
18175,2019,North Coast,Minor injury,Yes,Yes,Yes,No,No,No,No,14,0,0,0,18,18
18176,2019,North Coast,Minor injury,Yes,Yes,Yes,No,Yes,No,No,22,0,0,0,25,25
18177,2019,North Coast,Minor injury,Yes,Yes,Yes,No,Yes,No,Yes,1,0,0,0,4,4
18178,2019,North Coast,Minor injury,Yes,Yes,Yes,Yes,No,No,No,5,0,0,0,6,6
18179,2019,North Coast,Minor injury,Yes,Yes,Yes,Yes,Yes,No,No,7,0,0,0,10,10
18180,2019,Northern,Fatal,No,Yes,No,No,No,No,No,1,1,2,0,0,3
18181,2019,Northern,Fatal,No,Yes,Yes,Yes,No,No,Yes,1,2,2,0,0,4
18182,2019,Northern,Fatal,Yes,No,No,No,No,No,No,2,3,2,0,0,5
18183,2019,Northern,Fatal,Yes,No,No,No,No,No,Yes,1,1,0,0,0,1
18184,2019,Northern,Fatal,Yes,No,No,Yes,No,No,No,4,4,0,0,0,4
18185,2019,Northern,Fatal,Yes,No,Yes,No,No,No,No,2,2,1,0,0,3
18186,2019,Northern,Fatal,Yes,No,Yes,No,No,No,Yes,1,1,4,0,0,5
18187,2019,Northern,Fatal,Yes,No,Yes,No,Yes,No,No,3,3,0,3,0,6
18188,2019,Northern,Fatal,Yes,No,Yes,Yes,No,No,Yes,1,1,0,0,0,1
18189,2019,Northern,Fatal,Yes,Yes,No,No,No,No,No,1,1,3,1,0,5
18190,2019,Northern,Fatal,Yes,Yes,No,Yes,No,No,No,1,1,5,0,0,6
18191,2019,Northern,Fatal,Yes,Yes,Yes,No,No,No,No,1,1,1,0,0,2
18192,2019,Northern,Fatal,Yes,Yes,Yes,No,Yes,No,No,1,1,0,0,0,1
18193,2019,Northern,Fatal,Yes,Yes,Yes,Yes,Yes,No,No,1,1,0,0,0,1
18194,2019,Northern,Hospitalisation,No,No,No,No,No,No,No,10,0,11,3,1,15
18195,2019,Northern,Hospitalisation,No,Yes,No,No,No,No,No,34,0,42,8,3,53
18196,2019,Northern,Hospitalisation,No,Yes,No,No,No,No,Yes,2,0,2,0,0,2
18197,2019,Northern,Hospitalisation,No,Yes,No,Yes,No,No,No,13,0,17,0,5,22
18198,2019,Northern,Hospitalisation,No,Yes,Yes,No,No,No,No,14,0,16,1,1,18
18199,2019,Northern,Hospitalisation,No,Yes,Yes,No,No,No,Yes,2,0,2,0,1,3
18200,2019,Northern,Hospitalisation,No,Yes,Yes,No,Yes,No,No,16,0,18,1,3,22
18201,2019,Northern,Hospitalisation,No,Yes,Yes,Yes,No,No,No,1,0,1,1,0,2
18202,2019,Northern,Hospitalisation,No,Yes,Yes,Yes,Yes,No,No,2,0,2,0,0,2
18203,2019,Northern,Hospitalisation,Yes,No,No,No,No,No,No,81,0,90,4,6,100
18204,2019,Northern,Hospitalisation,Yes,No,No,No,No,No,Yes,9,0,13,0,1,14
18205,2019,Northern,Hospitalisation,Yes,No,No,No,Yes,No,No,6,0,7,0,0,7
18206,2019,Northern,Hospitalisation,Yes,No,No,No,Yes,No,Yes,1,0,1,0,1,2
18207,2019,Northern,Hospitalisation,Yes,No,No,Yes,No,No,No,38,0,45,7,3,55
18208,2019,Northern,Hospitalisation,Yes,No,Yes,No,No,No,No,9,0,9,0,0,9
18209,2019,Northern,Hospitalisation,Yes,No,Yes,No,No,No,Yes,2,0,2,0,0,2
18210,2019,Northern,Hospitalisation,Yes,No,Yes,No,Yes,No,No,16,0,18,0,0,18
18211,2019,Northern,Hospitalisation,Yes,No,Yes,Yes,No,No,No,1,0,1,0,0,1
18212,2019,Northern,Hospitalisation,Yes,No,Yes,Yes,Yes,No,No,2,0,2,0,0,2
18213,2019,Northern,Hospitalisation,Yes,Yes,No,No,No,No,No,20,0,21,1,1,23
18214,2019,Northern,Hospitalisation,Yes,Yes,No,No,Yes,No,No,1,0,1,0,0,1
18215,2019,Northern,Hospitalisation,Yes,Yes,No,Yes,No,No,No,19,0,27,7,4,38
18216,2019,Northern,Hospitalisation,Yes,Yes,Yes,No,No,No,No,11,0,15,0,1,16
18217,2019,Northern,Hospitalisation,Yes,Yes,Yes,No,Yes,No,No,17,0,23,3,4,30
18218,2019,Northern,Hospitalisation,Yes,Yes,Yes,No,Yes,No,Yes,1,0,1,0,0,1
18219,2019,Northern,Hospitalisation,Yes,Yes,Yes,Yes,No,No,No,5,0,6,1,0,7
18220,2019,Northern,Hospitalisation,Yes,Yes,Yes,Yes,Yes,No,No,3,0,4,0,1,5
18221,2019,Northern,Medical treatment,No,No,No,No,No,No,No,4,0,0,4,0,4
18222,2019,Northern,Medical treatment,No,Yes,No,No,No,No,No,21,0,0,24,4,28
18223,2019,Northern,Medical treatment,No,Yes,No,No,No,No,Yes,1,0,0,1,0,1
18224,2019,Northern,Medical treatment,No,Yes,No,Yes,No,No,No,13,0,0,15,4,19
18225,2019,Northern,Medical treatment,No,Yes,Yes,No,No,No,No,6,0,0,6,0,6
18226,2019,Northern,Medical treatment,No,Yes,Yes,No,Yes,No,No,10,0,0,11,0,11
18227,2019,Northern,Medical treatment,No,Yes,Yes,Yes,No,No,Yes,1,0,0,1,0,1
18228,2019,Northern,Medical treatment,Yes,No,No,No,No,No,No,36,0,0,44,4,48
18229,2019,Northern,Medical treatment,Yes,No,No,No,No,No,Yes,3,0,0,3,4,7
18230,2019,Northern,Medical treatment,Yes,No,No,No,Yes,No,No,4,0,0,5,0,5
18231,2019,Northern,Medical treatment,Yes,No,No,Yes,No,No,No,25,0,0,28,2,30
18232,2019,Northern,Medical treatment,Yes,No,No,Yes,No,No,Yes,1,0,0,2,0,2
18233,2019,Northern,Medical treatment,Yes,No,No,Yes,Yes,No,No,1,0,0,2,0,2
18234,2019,Northern,Medical treatment,Yes,No,Yes,No,No,No,No,8,0,0,10,0,10
18235,2019,Northern,Medical treatment,Yes,No,Yes,No,No,No,Yes,2,0,0,4,0,4
18236,2019,Northern,Medical treatment,Yes,No,Yes,No,Yes,No,No,9,0,0,14,0,14
18237,2019,Northern,Medical treatment,Yes,No,Yes,Yes,No,No,No,1,0,0,1,0,1
18238,2019,Northern,Medical treatment,Yes,No,Yes,Yes,Yes,No,No,2,0,0,3,0,3
18239,2019,Northern,Medical treatment,Yes,Yes,No,No,No,No,No,21,0,0,25,1,26
18240,2019,Northern,Medical treatment,Yes,Yes,No,No,No,No,Yes,2,0,0,3,1,4
18241,2019,Northern,Medical treatment,Yes,Yes,No,No,Yes,No,Yes,1,0,0,1,0,1
18242,2019,Northern,Medical treatment,Yes,Yes,No,Yes,No,No,No,10,0,0,13,0,13
18243,2019,Northern,Medical treatment,Yes,Yes,No,Yes,Yes,No,No,1,0,0,1,1,2
18244,2019,Northern,Medical treatment,Yes,Yes,Yes,No,No,No,No,9,0,0,10,0,10
18245,2019,Northern,Medical treatment,Yes,Yes,Yes,No,No,No,Yes,3,0,0,4,2,6
18246,2019,Northern,Medical treatment,Yes,Yes,Yes,No,Yes,No,No,7,0,0,7,0,7
18247,2019,Northern,Medical treatment,Yes,Yes,Yes,Yes,No,No,No,4,0,0,5,2,7
18248,2019,Northern,Medical treatment,Yes,Yes,Yes,Yes,Yes,No,No,4,0,0,4,0,4
18249,2019,Northern,Minor injury,No,No,No,No,No,No,No,5,0,0,0,5,5
18250,2019,Northern,Minor injury,No,Yes,No,No,No,No,No,8,0,0,0,8,8
18251,2019,Northern,Minor injury,No,Yes,No,No,No,No,Yes,1,0,0,0,3,3
18252,2019,Northern,Minor injury,No,Yes,No,Yes,No,No,No,2,0,0,0,2,2
18253,2019,Northern,Minor injury,No,Yes,Yes,No,No,No,No,6,0,0,0,9,9
18254,2019,Northern,Minor injury,No,Yes,Yes,No,No,No,Yes,1,0,0,0,1,1
18255,2019,Northern,Minor injury,No,Yes,Yes,No,Yes,No,No,4,0,0,0,4,4
18256,2019,Northern,Minor injury,No,Yes,Yes,Yes,Yes,No,No,2,0,0,0,2,2
18257,2019,Northern,Minor injury,Yes,No,No,No,No,No,No,16,0,0,0,18,18
18258,2019,Northern,Minor injury,Yes,No,No,No,No,No,Yes,1,0,0,0,1,1
18259,2019,Northern,Minor injury,Yes,No,No,No,Yes,No,No,1,0,0,0,1,1
18260,2019,Northern,Minor injury,Yes,No,No,Yes,No,No,No,5,0,0,0,7,7
18261,2019,Northern,Minor injury,Yes,No,Yes,No,No,No,No,2,0,0,0,2,2
18262,2019,Northern,Minor injury,Yes,No,Yes,No,Yes,No,No,1,0,0,0,1,1
18263,2019,Northern,Minor injury,Yes,Yes,No,No,No,No,No,3,0,0,0,3,3
18264,2019,Northern,Minor injury,Yes,Yes,No,Yes,No,No,No,2,0,0,0,4,4
18265,2019,Northern,Minor injury,Yes,Yes,Yes,No,No,No,No,3,0,0,0,3,3
18266,2019,Northern,Minor injury,Yes,Yes,Yes,No,Yes,No,No,4,0,0,0,5,5
18267,2019,Northern,Minor injury,Yes,Yes,Yes,Yes,No,No,No,4,0,0,0,5,5
18268,2019,Northern,Minor injury,Yes,Yes,Yes,Yes,Yes,No,No,2,0,0,0,3,3
18269,2019,South Eastern,Fatal,No,Yes,No,Yes,No,No,No,1,1,0,0,0,1
18270,2019,South Eastern,Fatal,Yes,No,No,No,No,No,No,4,5,1,0,0,6
18271,2019,South Eastern,Fatal,Yes,No,No,Yes,No,No,No,1,1,0,0,0,1
18272,2019,South Eastern,Fatal,Yes,No,No,Yes,No,No,Yes,1,1,1,0,0,2
18273,2019,South Eastern,Fatal,Yes,No,Yes,No,No,No,No,1,1,0,0,0,1
18274,2019,South Eastern,Fatal,Yes,No,Yes,No,No,No,Yes,1,1,0,0,0,1
18275,2019,South Eastern,Fatal,Yes,Yes,No,No,No,No,No,1,1,0,1,0,2
18276,2019,South Eastern,Fatal,Yes,Yes,No,Yes,No,No,No,2,2,2,0,1,5
18277,2019,South Eastern,Fatal,Yes,Yes,Yes,No,Yes,No,No,1,1,2,0,0,3
18278,2019,South Eastern,Fatal,Yes,Yes,Yes,Yes,No,No,No,1,2,0,0,1,3
18279,2019,South Eastern,Hospitalisation,No,No,No,No,No,No,No,24,0,25,0,0,25
18280,2019,South Eastern,Hospitalisation,No,Yes,No,No,No,No,No,80,0,103,8,14,125
18281,2019,South Eastern,Hospitalisation,No,Yes,No,No,No,No,Yes,7,0,8,0,0,8
18282,2019,South Eastern,Hospitalisation,No,Yes,No,No,Yes,No,No,9,0,12,0,1,13
18283,2019,South Eastern,Hospitalisation,No,Yes,No,Yes,No,No,No,35,0,42,0,6,48
18284,2019,South Eastern,Hospitalisation,No,Yes,Yes,No,No,No,No,33,0,39,8,7,54
18285,2019,South Eastern,Hospitalisation,No,Yes,Yes,No,No,No,Yes,6,0,7,0,2,9
18286,2019,South Eastern,Hospitalisation,No,Yes,Yes,No,Yes,No,No,33,0,36,1,7,44
18287,2019,South Eastern,Hospitalisation,No,Yes,Yes,Yes,No,No,No,2,0,2,0,1,3
18288,2019,South Eastern,Hospitalisation,No,Yes,Yes,Yes,Yes,No,No,2,0,3,1,0,4
18289,2019,South Eastern,Hospitalisation,Yes,No,No,No,No,No,No,202,0,214,10,8,232
18290,2019,South Eastern,Hospitalisation,Yes,No,No,No,No,No,Yes,33,0,45,3,6,54
18291,2019,South Eastern,Hospitalisation,Yes,No,No,No,Yes,No,No,16,0,17,4,2,23
18292,2019,South Eastern,Hospitalisation,Yes,No,No,Yes,No,No,No,91,0,109,6,3,118
18293,2019,South Eastern,Hospitalisation,Yes,No,No,Yes,No,No,Yes,5,0,10,0,1,11
18294,2019,South Eastern,Hospitalisation,Yes,No,Yes,No,No,No,No,51,0,59,6,8,73
18295,2019,South Eastern,Hospitalisation,Yes,No,Yes,No,No,No,Yes,16,0,24,3,0,27
18296,2019,South Eastern,Hospitalisation,Yes,No,Yes,No,Yes,No,No,43,0,51,0,10,61
18297,2019,South Eastern,Hospitalisation,Yes,No,Yes,No,Yes,No,Yes,2,0,2,0,2,4
18298,2019,South Eastern,Hospitalisation,Yes,No,Yes,Yes,No,No,No,8,0,13,1,1,15
18299,2019,South Eastern,Hospitalisation,Yes,No,Yes,Yes,Yes,No,No,7,0,11,0,4,15
18300,2019,South Eastern,Hospitalisation,Yes,Yes,No,No,No,No,No,105,0,133,15,9,157
18301,2019,South Eastern,Hospitalisation,Yes,Yes,No,No,No,No,Yes,9,0,12,2,2,16
18302,2019,South Eastern,Hospitalisation,Yes,Yes,No,No,Yes,No,No,7,0,13,1,0,14
18303,2019,South Eastern,Hospitalisation,Yes,Yes,No,Yes,No,No,No,62,0,84,8,9,101
18304,2019,South Eastern,Hospitalisation,Yes,Yes,No,Yes,No,No,Yes,1,0,1,0,0,1
18305,2019,South Eastern,Hospitalisation,Yes,Yes,No,Yes,Yes,No,No,1,0,2,0,0,2
18306,2019,South Eastern,Hospitalisation,Yes,Yes,Yes,No,No,No,No,44,0,53,9,13,75
18307,2019,South Eastern,Hospitalisation,Yes,Yes,Yes,No,No,No,Yes,8,0,13,0,0,13
18308,2019,South Eastern,Hospitalisation,Yes,Yes,Yes,No,Yes,No,No,45,0,63,6,14,83
18309,2019,South Eastern,Hospitalisation,Yes,Yes,Yes,No,Yes,No,Yes,1,0,2,0,0,2
18310,2019,South Eastern,Hospitalisation,Yes,Yes,Yes,Yes,No,No,No,7,0,8,0,0,8
18311,2019,South Eastern,Hospitalisation,Yes,Yes,Yes,Yes,No,No,Yes,3,0,3,1,0,4
18312,2019,South Eastern,Hospitalisation,Yes,Yes,Yes,Yes,Yes,No,No,7,0,13,0,2,15
18313,2019,South Eastern,Medical treatment,No,No,No,No,No,No,No,16,0,0,16,0,16
18314,2019,South Eastern,Medical treatment,No,Yes,No,No,No,No,No,119,0,0,143,10,153
18315,2019,South Eastern,Medical treatment,No,Yes,No,No,No,No,Yes,5,0,0,9,0,9
18316,2019,South Eastern,Medical treatment,No,Yes,No,No,Yes,No,No,5,0,0,8,0,8
18317,2019,South Eastern,Medical treatment,No,Yes,No,Yes,No,No,No,39,0,0,42,5,47
18318,2019,South Eastern,Medical treatment,No,Yes,No,Yes,No,No,Yes,1,0,0,1,0,1
18319,2019,South Eastern,Medical treatment,No,Yes,Yes,No,No,No,No,38,0,0,50,2,52
18320,2019,South Eastern,Medical treatment,No,Yes,Yes,No,No,No,Yes,4,0,0,7,0,7
18321,2019,South Eastern,Medical treatment,No,Yes,Yes,No,Yes,No,No,43,0,0,50,3,53
